ejercicio_id,tipo_ejercicio,vocab_id,frase_id,contenido,respuesta,opciones,categoria,dificultad
E3676,leer_escribir,P2160,,Lee la palabra en náhuatl 'tlapakas' y escribe su traducción al español,va a lavar,,otras,intermedio
E3677,leer_escribir,P2161,,Lee la palabra en náhuatl 'tlapaleuiani' y escribe su traducción al español,ayudante,,otras,intermedio
E3678,completar_frase,P2161,,Completa: La palabra en náhuatl para 'ayudante' es _____,tlapaleuiani,tlapaleuiani|tlaxx|otro,otras,intermedio
E3679,leer_escribir,P2162,,Lee la palabra en náhuatl 'tlapaleuilis' y escribe su traducción al español,auxilio,,otras,intermedio
E3680,completar_frase,P2162,,Completa: La palabra en náhuatl para 'auxilio' es _____,tlapaleuilis,tlapaleuilis|otro|tlaxx,otras,intermedio
E3681,leer_escribir,P2163,,Lee la palabra en náhuatl 'tlapaloli' y escribe su traducción al español,saludo,,otras,intermedio
E3682,completar_frase,P2163,,Completa: La palabra en náhuatl para 'saludo' es _____,tlapaloli,tlapaloli|tlaxx|ilola,otras,intermedio
E3683,leer_escribir,P2164,,Lee la palabra en náhuatl 'tlapana' y escribe su traducción al español,ábrelo,,otras,intermedio
E3684,leer_escribir,P2165,,Lee la palabra en náhuatl 'tlapanki' y escribe su traducción al español,está quebrado,,otras,intermedio
E3685,leer_escribir,P2166,,Lee la palabra en náhuatl 'tlapatlaui' y escribe su traducción al español,se va (despectivo),,otras,intermedio
E3686,completar_frase,P2166,,Completa: La palabra en náhuatl para 'se va (despectivo)' es _____,tlapatlaui,tlapatlaui|otro|iualt,otras,intermedio
E3687,leer_escribir,P2167,,Lee la palabra en náhuatl 'tlapatlaui' y escribe su traducción al español,está ancho (el río o la carretera,,elementos de la naturaleza,intermedio
E3688,completar_frase,P2167,,Completa: La palabra en náhuatl para 'está ancho (el río o la carretera' es _____,tlapatlaui,tlapatlaui|tlaxx|otro,elementos de la naturaleza,intermedio
E3689,seleccionar_imagen,P2168,,Selecciona la imagen que representa 'tlapatska',exprime,exprime|pájaro|estrella|sol,animales domésticos,intermedio
E3690,leer_escribir,P2168,,Lee la palabra en náhuatl 'tlapatska' y escribe su traducción al español,exprime,,animales domésticos,intermedio
E3691,completar_frase,P2168,,Completa: La palabra en náhuatl para 'exprime' es _____,tlapatska,tlapatska|tlaxx|otro,animales domésticos,intermedio
E3692,leer_escribir,P2169,,Lee la palabra en náhuatl 'tla’piani' y escribe su traducción al español,espía,,otras,intermedio
E3693,completar_frase,P2169,,Completa: La palabra en náhuatl para 'espía' es _____,tla’piani,tla’piani|otro|inaip,otras,intermedio
E3694,leer_escribir,P2170,,Lee la palabra en náhuatl 'tlapi’pia' y escribe su traducción al español,espía,,otras,intermedio
E3695,completar_frase,P2170,,Completa: La palabra en náhuatl para 'espía' es _____,tlapi’pia,tlapi’pia|aip’i|otro,otras,intermedio
E3696,leer_escribir,P2171,,Lee la palabra en náhuatl 'tlapiasoua' y escribe su traducción al español,orina,,otras,intermedio
E3697,completar_frase,P2171,,Completa: La palabra en náhuatl para 'orina' es _____,tlapiasoua,tlapiasoua|auosa|otro,otras,intermedio
E3698,leer_escribir,P2172,,Lee la palabra en náhuatl 'tlapiastli' y escribe su traducción al español,orín,,otras,intermedio
E3699,completar_frase,P2172,,Completa: La palabra en náhuatl para 'orín' es _____,tlapiastli,tlapiastli|iltsa|otro,otras,intermedio
E3700,leer_escribir,P2173,,Lee la palabra en náhuatl 'tlapitlanilotl' y escribe su traducción al español,relámpago,,elementos de la naturaleza,intermedio
E3701,completar_frase,P2173,,Completa: La palabra en náhuatl para 'relámpago' es _____,tlapitlanilotl,tlapitlanilotl|ltoli|otro,elementos de la naturaleza,intermedio
E3702,leer_escribir,P2174,,Lee la palabra en náhuatl 'tlapitsa' y escribe su traducción al español,sílba (pitar),,otras,intermedio
E3703,leer_escribir,P2175,,Lee la palabra en náhuatl 'tlapitsali' y escribe su traducción al español,sílbato,,otras,intermedio
E3704,completar_frase,P2175,,Completa: La palabra en náhuatl para 'sílbato' es _____,tlapitsali,tlapitsali|ilast|otro,otras,intermedio
E3705,leer_escribir,P2176,,Lee la palabra en náhuatl 'tlapojtok' y escribe su traducción al español,está abierto,,otras,intermedio
E3706,completar_frase,P2176,,Completa: La palabra en náhuatl para 'está abierto' es _____,tlapojtok,tlapojtok|tlaxx|otro,otras,intermedio
E3707,seleccionar_imagen,P2177,,Selecciona la imagen que representa 'tlapoliui',se pierden las cosas,se pierden las cosas|pájaro|árbol|gato,partes del cuerpo,intermedio
E3708,leer_escribir,P2177,,Lee la palabra en náhuatl 'tlapoliui' y escribe su traducción al español,se pierden las cosas,,partes del cuerpo,intermedio
E3709,completar_frase,P2177,,Completa: La palabra en náhuatl para 'se pierden las cosas' es _____,tlapoliui,tlapoliui|otro|iuilo,partes del cuerpo,intermedio
E3710,leer_escribir,P2178,,Lee la palabra en náhuatl 'tlapoliuis' y escribe su traducción al español,se va a perder el mundo,,otras,intermedio
E3711,completar_frase,P2178,,Completa: La palabra en náhuatl para 'se va a perder el mundo' es _____,tlapoliuis,tlapoliuis|otro|tlaxx,otras,intermedio
E3712,leer_escribir,P2179,,Lee la palabra en náhuatl 'tlapolo’tiuj' y escribe su traducción al español,va perdiendo (un atleta por ejemplo),,otras,intermedio
E3713,completar_frase,P2179,,Completa: La palabra en náhuatl para 'va perdiendo (un atleta por ejemplo)' es _____,tlapolo’tiuj,tlapolo’tiuj|tlaxx|otro,otras,intermedio
E3714,leer_escribir,P2180,,Lee la palabra en náhuatl 'tlapolo’tok' y escribe su traducción al español,ha perdido,,otras,intermedio
E3715,completar_frase,P2180,,Completa: La palabra en náhuatl para 'ha perdido' es _____,tlapolo’tok,tlapolo’tok|otro|kot’o,otras,intermedio
E3716,leer_escribir,P2181,,Lee la palabra en náhuatl 'tlapolochtia' y escribe su traducción al español,distraer,,otras,intermedio
E3717,completar_frase,P2181,,Completa: La palabra en náhuatl para 'distraer' es _____,tlapolochtia,tlapolochtia|tlaxx|aithc,otras,intermedio
E3718,leer_escribir,P2182,,Lee la palabra en náhuatl 'tlapolochtli' y escribe su traducción al español,entretenimiento,,otras,intermedio
E3719,completar_frase,P2182,,Completa: La palabra en náhuatl para 'entretenimiento' es _____,tlapolochtli,tlapolochtli|tlaxx|ilthc,otras,intermedio
E3720,seleccionar_imagen,P2183,,Selecciona la imagen que representa 'tlapoloua',pierde,pierde|estrella|árbol|sol,partes del cuerpo,intermedio
E3721,leer_escribir,P2183,,Lee la palabra en náhuatl 'tlapoloua' y escribe su traducción al español,pierde,,partes del cuerpo,intermedio
E3722,completar_frase,P2183,,Completa: La palabra en náhuatl para 'pierde' es _____,tlapoloua,tlapoloua|otro|auolo,partes del cuerpo,intermedio
E3723,leer_escribir,P2184,,Lee la palabra en náhuatl 'tlaposonili' y escribe su traducción al español,está hervido,,otras,intermedio
E3724,completar_frase,P2184,,Completa: La palabra en náhuatl para 'está hervido' es _____,tlaposonili,tlaposonili|tlaxx|otro,otras,intermedio
E3725,leer_escribir,P2185,,Lee la palabra en náhuatl 'tlapoua' y escribe su traducción al español,cuenta,,otras,intermedio
E3726,leer_escribir,P2186,,Lee la palabra en náhuatl 'tlapouia' y escribe su traducción al español,plática,,otras,intermedio
E3727,leer_escribir,P2187,,Lee la palabra en náhuatl 'tlapouiske’' y escribe su traducción al español,platica,,otras,intermedio
E3728,completar_frase,P2187,,Completa: La palabra en náhuatl para 'platica' es _____,tlapouiske’,tlapouiske’|otro|tlaxx,otras,intermedio
E3729,leer_escribir,P2188,,Lee la palabra en náhuatl 'tlasa' y escribe su traducción al español,échalo,,otras,intermedio
E3730,leer_escribir,P2189,,Lee la palabra en náhuatl 'tlaseseya' y escribe su traducción al español,hace frío,,elementos de la naturaleza,intermedio
E3731,completar_frase,P2189,,Completa: La palabra en náhuatl para 'hace frío' es _____,tlaseseya,tlaseseya|tlaxx|otro,elementos de la naturaleza,intermedio
E3732,leer_escribir,P2190,,Lee la palabra en náhuatl 'tlaso’chiua' y escribe su traducción al español,hacer daño (mínimo),,otras,intermedio
E3733,completar_frase,P2190,,Completa: La palabra en náhuatl para 'hacer daño (mínimo)' es _____,tlaso’chiua,tlaso’chiua|auihc|tlaxx,otras,intermedio
E3734,leer_escribir,P2191,,Lee la palabra en náhuatl 'tla’sokamati' y escribe su traducción al español,gracias,,saludos y tiempo,intermedio
E3735,completar_frase,P2191,,Completa: La palabra en náhuatl para 'gracias' es _____,tla’sokamati,tla’sokamati|otro|tlaxx,saludos y tiempo,intermedio
E3736,leer_escribir,P2192,,Lee la palabra en náhuatl 'tlaso’tla' y escribe su traducción al español,quiérelo,,otras,intermedio
E3737,completar_frase,P2192,,Completa: La palabra en náhuatl para 'quiérelo' es _____,tlaso’tla,tlaso’tla|alt’o|otro,otras,intermedio
E3738,leer_escribir,P2193,,Lee la palabra en náhuatl 'tlaso’tla' y escribe su traducción al español,amar,,elementos de la naturaleza,intermedio
E3739,completar_frase,P2193,,Completa: La palabra en náhuatl para 'amar' es _____,tlaso’tla,tlaso’tla|tlaxx|alt’o,elementos de la naturaleza,intermedio
E3740,leer_escribir,P2194,,Lee la palabra en náhuatl 'tlateluilistli' y escribe su traducción al español,denuncia,,términos legales,intermedio
E3741,completar_frase,P2194,,Completa: La palabra en náhuatl para 'denuncia' es _____,tlateluilistli,tlateluilistli|iltsi|otro,términos legales,intermedio
E3742,leer_escribir,P2195,,Lee la palabra en náhuatl 'tlatentli' y escribe su traducción al español,orilla,,otras,intermedio
E3743,completar_frase,P2195,,Completa: La palabra en náhuatl para 'orilla' es _____,tlatentli,tlatentli|tlaxx|iltne,otras,intermedio
E3744,leer_escribir,P2196,,Lee la palabra en náhuatl 'tlatikuinilotl' y escribe su traducción al español,trueno,,saludos y tiempo,intermedio
E3745,completar_frase,P2196,,Completa: La palabra en náhuatl para 'trueno' es _____,tlatikuinilotl,tlatikuinilotl|tlaxx|otro,saludos y tiempo,intermedio
E3746,leer_escribir,P2197,,Lee la palabra en náhuatl 'tlatiuiani' y escribe su traducción al español,peleonero,,otras,intermedio
E3747,completar_frase,P2197,,Completa: La palabra en náhuatl para 'peleonero' es _____,tlatiuiani,tlatiuiani|otro|tlaxx,otras,intermedio
E3748,leer_escribir,P2198,,Lee la palabra en náhuatl 'tlatla' y escribe su traducción al español,se quema,,otras,intermedio
E3749,leer_escribir,P2199,,Lee la palabra en náhuatl 'tlatlalmana' y escribe su traducción al español,emparejar la tierra para construir la casa,,elementos de la naturaleza,intermedio
E3750,completar_frase,P2199,,Completa: La palabra en náhuatl para 'emparejar la tierra para construir la casa' es _____,tlatlalmana,tlatlalmana|anaml|tlaxx,elementos de la naturaleza,intermedio
E3751,leer_escribir,P2200,,Lee la palabra en náhuatl 'tlatlasa' y escribe su traducción al español,pone huevo (propio de las aves),,otras,intermedio
E3752,leer_escribir,P2201,,Lee la palabra en náhuatl 'tlatlasa’' y escribe su traducción al español,ponen huevo (plural),,otras,intermedio
E3753,completar_frase,P2201,,Completa: La palabra en náhuatl para 'ponen huevo (plural)' es _____,tlatlasa’,tlatlasa’|’asal|otro,otras,intermedio
E3754,leer_escribir,P2202,,Lee la palabra en náhuatl 'tlatlasistli' y escribe su traducción al español,tos,,salud y enfermedades,intermedio
E3755,completar_frase,P2202,,Completa: La palabra en náhuatl para 'tos' es _____,tlatlasistli,tlatlasistli|tlaxx|otro,salud y enfermedades,intermedio
E3756,leer_escribir,P2203,,Lee la palabra en náhuatl 'tlatlaujtía' y escribe su traducción al español,reuega,,otras,intermedio
E3757,completar_frase,P2203,,Completa: La palabra en náhuatl para 'reuega' es _____,tlatlaujtía,tlatlaujtía|aítju|otro,otras,intermedio
E3758,leer_escribir,P2204,,Lee la palabra en náhuatl 'tlatsakua' y escribe su traducción al español,cierra,,otras,intermedio
E3759,completar_frase,P2204,,Completa: La palabra en náhuatl para 'cierra' es _____,tlatsakua,tlatsakua|tlaxx|otro,otras,intermedio
E3760,leer_escribir,P2205,,Lee la palabra en náhuatl 'tlatsi' y escribe su traducción al español,tío,,familia y parentesco,intermedio
E3761,seleccionar_imagen,P2206,,Selecciona la imagen que representa 'tlatsijki',flojo,flojo|estrella|gato|árbol,partes del cuerpo,intermedio
E3762,leer_escribir,P2206,,Lee la palabra en náhuatl 'tlatsijki' y escribe su traducción al español,flojo,,partes del cuerpo,intermedio
E3763,completar_frase,P2206,,Completa: La palabra en náhuatl para 'flojo' es _____,tlatsijki,tlatsijki|otro|ikjis,partes del cuerpo,intermedio
E3764,leer_escribir,P2207,,Lee la palabra en náhuatl 'tlatsijkua' y escribe su traducción al español,come chicle,,otras,intermedio
E3765,completar_frase,P2207,,Completa: La palabra en náhuatl para 'come chicle' es _____,tlatsijkua,tlatsijkua|aukji|tlaxx,otras,intermedio
E3766,leer_escribir,P2208,,Lee la palabra en náhuatl 'tlatsikoua' y escribe su traducción al español,se pega,,otras,intermedio
E3767,completar_frase,P2208,,Completa: La palabra en náhuatl para 'se pega' es _____,tlatsikoua,tlatsikoua|tlaxx|otro,otras,intermedio
E3768,leer_escribir,P2209,,Lee la palabra en náhuatl 'tlatsilini' y escribe su traducción al español,repica la campana,,otras,intermedio
E3769,completar_frase,P2209,,Completa: La palabra en náhuatl para 'repica la campana' es _____,tlatsilini,tlatsilini|inili|tlaxx,otras,intermedio
E3770,leer_escribir,P2210,,Lee la palabra en náhuatl 'tlatsilinia' y escribe su traducción al español,tocar (se refiere a la acción de una persona al accionar el badajo de una campana),,verbos y acciones,intermedio
E3771,completar_frase,P2210,,Completa: La palabra en náhuatl para 'tocar (se refiere a la acción de una persona al accionar el badajo de una campana)' es _____,tlatsilinia,tlatsilinia|otro|tlaxx,verbos y acciones,intermedio
E3772,leer_escribir,P2211,,Lee la palabra en náhuatl 'tlatsilinilotl' y escribe su traducción al español,sonido de campana,,otras,intermedio
E3773,completar_frase,P2211,,Completa: La palabra en náhuatl para 'sonido de campana' es _____,tlatsilinilotl,tlatsilinilotl|tlaxx|ltoli,otras,intermedio
E3774,leer_escribir,P2212,,Lee la palabra en náhuatl 'tlatsini' y escribe su traducción al español,pégale,,saludos y tiempo,intermedio
E3775,completar_frase,P2212,,Completa: La palabra en náhuatl para 'pégale' es _____,tlatsini,tlatsini|otro|tlaxx,saludos y tiempo,intermedio
E3776,leer_escribir,P2213,,Lee la palabra en náhuatl 'tlatsotsonali' y escribe su traducción al español,instrumento,,otras,intermedio
E3777,completar_frase,P2213,,Completa: La palabra en náhuatl para 'instrumento' es _____,tlatsotsonali,tlatsotsonali|ilano|tlaxx,otras,intermedio
E3778,leer_escribir,P2214,,Lee la palabra en náhuatl 'tlatsotsonki' y escribe su traducción al español,músico,,saludos y tiempo,intermedio
E3779,completar_frase,P2214,,Completa: La palabra en náhuatl para 'músico' es _____,tlatsotsonki,tlatsotsonki|iknos|otro,saludos y tiempo,intermedio
E3780,leer_escribir,P2215,,Lee la palabra en náhuatl 'tlauana' y escribe su traducción al español,se embriaga,,otras,intermedio
E3781,leer_escribir,P2216,,Lee la palabra en náhuatl 'tlauanki' y escribe su traducción al español,ebrio,,otras,intermedio
E3782,leer_escribir,P2217,,Lee la palabra en náhuatl 'tlaueli' y escribe su traducción al español,coraje,,otras,intermedio
E3783,leer_escribir,P2218,,Lee la palabra en náhuatl 'tlauika' y escribe su traducción al español,debe,,otras,intermedio
E3784,seleccionar_imagen,P2219,,Selecciona la imagen que representa 'tlauili',luz,luz|árbol|estrella|gato,vegetales y hierbas,intermedio
E3785,leer_escribir,P2219,,Lee la palabra en náhuatl 'tlauili' y escribe su traducción al español,luz,,vegetales y hierbas,intermedio
E3786,leer_escribir,P2220,,Lee la palabra en náhuatl 'tlauilis' y escribe su traducción al español,dañar (superstición),,otras,intermedio
E3787,seleccionar_imagen,P2221,,Selecciona la imagen que representa 'tlauya',desgrana (el maíz),desgrana (el maíz)|gato|luna|árbol,animales acuáticos,intermedio
E3788,leer_escribir,P2221,,Lee la palabra en náhuatl 'tlauya' y escribe su traducción al español,desgrana (el maíz),,animales acuáticos,intermedio
E3789,seleccionar_imagen,P2222,,Selecciona la imagen que representa 'tlauya’',desgranan,desgranan|sol|estrella|pájaro,animales acuáticos,intermedio
E3790,leer_escribir,P2222,,Lee la palabra en náhuatl 'tlauya’' y escribe su traducción al español,desgranan,,animales acuáticos,intermedio
E3791,leer_escribir,P2223,,Lee la palabra en náhuatl 'tlaxikuia' y escribe su traducción al español,ruido que provoca el agua cuando escapa por el orificio de una manguera,,elementos de la naturaleza,intermedio
E3792,completar_frase,P2223,,Completa: La palabra en náhuatl para 'ruido que provoca el agua cuando escapa por el orificio de una manguera' es _____,tlaxikuia,tlaxikuia|aiuki|tlaxx,elementos de la naturaleza,intermedio
E3793,leer_escribir,P2224,,Lee la palabra en náhuatl 'tlaxili' y escribe su traducción al español,échaselo,,otras,intermedio
E3794,leer_escribir,P2225,,Lee la palabra en náhuatl 'tlaxilia' y escribe su traducción al español,echar,,otras,intermedio
E3795,leer_escribir,P2226,,Lee la palabra en náhuatl 'tlaxiuiani' y escribe su traducción al español,persona que se encarga de golpear con hojas a otras en los baños de temazcal,,otras,intermedio
E3796,completar_frase,P2226,,Completa: La palabra en náhuatl para 'persona que se encarga de golpear con hojas a otras en los baños de temazcal' es _____,tlaxiuiani,tlaxiuiani|inaiu|otro,otras,intermedio
E3797,leer_escribir,P2227,,Lee la palabra en náhuatl 'tlaxkali' y escribe su traducción al español,tortilla,,utensilios de cocina,intermedio
E3798,leer_escribir,P2228,,Lee la palabra en náhuatl 'tlaxkalmana' y escribe su traducción al español,hace tortillas,,utensilios de cocina,intermedio
E3799,completar_frase,P2228,,Completa: La palabra en náhuatl para 'hace tortillas' es _____,tlaxkalmana,tlaxkalmana|tlaxx|otro,utensilios de cocina,intermedio
E3800,leer_escribir,P2229,,Lee la palabra en náhuatl 'tlaxtlaua' y escribe su traducción al español,págalo,,otras,intermedio
E3801,completar_frase,P2229,,Completa: La palabra en náhuatl para 'págalo' es _____,tlaxtlaua,tlaxtlaua|otro|tlaxx,otras,intermedio
E3802,leer_escribir,P2230,,Lee la palabra en náhuatl 'tlaxtlauili' y escribe su traducción al español,paga,,direcciones y lugares,intermedio
E3803,completar_frase,P2230,,Completa: La palabra en náhuatl para 'paga' es _____,tlaxtlauili,tlaxtlauili|otro|tlaxx,direcciones y lugares,intermedio
E3804,leer_escribir,P2231,,Lee la palabra en náhuatl 'tlayekankauj' y escribe su traducción al español,guía,,otras,intermedio
E3805,completar_frase,P2231,,Completa: La palabra en náhuatl para 'guía' es _____,tlayekankauj,tlayekankauj|tlaxx|otro,otras,intermedio
E3806,leer_escribir,P2232,,Lee la palabra en náhuatl 'tlayolitía' y escribe su traducción al español,da a luz,,otras,intermedio
E3807,completar_frase,P2232,,Completa: La palabra en náhuatl para 'da a luz' es _____,tlayolitía,tlayolitía|tlaxx|otro,otras,intermedio
E3808,leer_escribir,P2233,,Lee la palabra en náhuatl 'tlayoua' y escribe su traducción al español,de noche,,saludos y tiempo,intermedio
E3809,completar_frase,P2233,,Completa: La palabra en náhuatl para 'de noche' es _____,tlayoua,tlayoua|otro|auoya,saludos y tiempo,intermedio
E3810,leer_escribir,P2234,,Lee la palabra en náhuatl 'tlayouas' y escribe su traducción al español,se va a oscurecer,,saludos y tiempo,intermedio
E3811,completar_frase,P2234,,Completa: La palabra en náhuatl para 'se va a oscurecer' es _____,tlayouas,tlayouas|sauoy|otro,saludos y tiempo,intermedio
E3812,leer_escribir,P2235,,Lee la palabra en náhuatl 'tlayouatika’' y escribe su traducción al español,está oscureciendo,,saludos y tiempo,intermedio
E3813,completar_frase,P2235,,Completa: La palabra en náhuatl para 'está oscureciendo' es _____,tlayouatika’,tlayouatika’|’akit|tlaxx,saludos y tiempo,intermedio
E3814,leer_escribir,P2236,,Lee la palabra en náhuatl 'tlayouatsi' y escribe su traducción al español,buenas noches,,saludos y tiempo,intermedio
E3815,completar_frase,P2236,,Completa: La palabra en náhuatl para 'buenas noches' es _____,tlayouatsi,tlayouatsi|otro|istau,saludos y tiempo,intermedio
E3816,leer_escribir,P2237,,Lee la palabra en náhuatl 'tleka' y escribe su traducción al español,¿por qué?,,preguntas,intermedio
E3817,leer_escribir,P2238,,Lee la palabra en náhuatl 'tle’ko' y escribe su traducción al español,sube,,otras,intermedio
E3818,leer_escribir,P2239,,Lee la palabra en náhuatl 'tlelo' y escribe su traducción al español,corre,,otras,intermedio
E3819,leer_escribir,P2240,,Lee la palabra en náhuatl 'tlen' y escribe su traducción al español,qué,,otras,intermedio
E3820,leer_escribir,P2241,,Lee la palabra en náhuatl 'tlenika' y escribe su traducción al español,con qué,,otras,intermedio
E3821,leer_escribir,P2242,,Lee la palabra en náhuatl 'tlen nili' y escribe su traducción al español,True,,otras,intermedio
E3822,completar_frase,P2242,,Completa: La palabra en náhuatl para 'True' es _____,tlen nili,tlen nili|tlexx|otro,otras,intermedio
E3823,leer_escribir,P2243,,Lee la palabra en náhuatl 'tlenipa' y escribe su traducción al español,en qué,,saludos y tiempo,intermedio
E3824,completar_frase,P2243,,Completa: La palabra en náhuatl para 'en qué' es _____,tlenipa,tlenipa|otro|tlexx,saludos y tiempo,intermedio
E3825,leer_escribir,P2244,,Lee la palabra en náhuatl 'tlenon' y escribe su traducción al español,qué,,saludos y tiempo,intermedio
E3826,completar_frase,P2244,,Completa: La palabra en náhuatl para 'qué' es _____,tlenon,tlenon|tlexx|otro,saludos y tiempo,intermedio
E3827,leer_escribir,P2245,,Lee la palabra en náhuatl 'tlenon inon' y escribe su traducción al español,¿qué es eso?,,otras,intermedio
E3828,completar_frase,P2245,,Completa: La palabra en náhuatl para '¿qué es eso?' es _____,tlenon inon,tlenon inon|noni |otro,otras,intermedio
E3829,leer_escribir,P2246,,Lee la palabra en náhuatl 'tlenon ye’' y escribe su traducción al español,¿qué es? ¿qué cosa es?,,otras,intermedio
E3830,completar_frase,P2246,,Completa: La palabra en náhuatl para '¿qué es? ¿qué cosa es?' es _____,tlenon ye’,tlenon ye’|’ey n|tlexx,otras,intermedio
E3831,leer_escribir,P2247,,Lee la palabra en náhuatl 'tlikana' y escribe su traducción al español,adelántate,,direcciones y lugares,intermedio
E3832,leer_escribir,P2248,,Lee la palabra en náhuatl 'tlikichi' y escribe su traducción al español,préndelo,,otras,intermedio
E3833,leer_escribir,P2249,,Lee la palabra en náhuatl 'tlikichia' y escribe su traducción al español,le prende fuego a algo,,elementos de la naturaleza,intermedio
E3834,completar_frase,P2249,,Completa: La palabra en náhuatl para 'le prende fuego a algo' es _____,tlikichia,tlikichia|aihci|tlixx,elementos de la naturaleza,intermedio
E3835,leer_escribir,P2250,,Lee la palabra en náhuatl 'tlikisa' y escribe su traducción al español,le sale fuego,,elementos de la naturaleza,intermedio
E3836,leer_escribir,P2251,,Lee la palabra en náhuatl 'tlikixtis' y escribe su traducción al español,sacar las brasas o los tizones del fuego,,elementos de la naturaleza,intermedio
E3837,completar_frase,P2251,,Completa: La palabra en náhuatl para 'sacar las brasas o los tizones del fuego' es _____,tlikixtis,tlikixtis|otro|sitxi,elementos de la naturaleza,intermedio
E3838,leer_escribir,P2252,,Lee la palabra en náhuatl 'tlikotlasa' y escribe su traducción al español,aventar,,elementos de la naturaleza,intermedio
E3839,completar_frase,P2252,,Completa: La palabra en náhuatl para 'aventar' es _____,tlikotlasa,tlikotlasa|asalt|tlixx,elementos de la naturaleza,intermedio
E3840,leer_escribir,P2253,,Lee la palabra en náhuatl 'tlikoua' y escribe su traducción al español,actúa (conducta),,otras,intermedio
E3841,leer_escribir,P2254,,Lee la palabra en náhuatl 'tlikouitl' y escribe su traducción al español,tizón,,elementos de la naturaleza,intermedio
E3842,completar_frase,P2254,,Completa: La palabra en náhuatl para 'tizón' es _____,tlikouitl,tlikouitl|tlixx|otro,elementos de la naturaleza,intermedio
E3843,leer_escribir,P2255,,Lee la palabra en náhuatl 'tlikuili' y escribe su traducción al español,lumbre,,otras,intermedio
E3844,leer_escribir,P2256,,Lee la palabra en náhuatl 'tlili' y escribe su traducción al español,tizne,,otras,intermedio
E3845,seleccionar_imagen,P2257,,Selecciona la imagen que representa 'tliliui',se pone negro o prieto,se pone negro o prieto|gato|luna|casa,colores,intermedio
E3846,leer_escribir,P2257,,Lee la palabra en náhuatl 'tliliui' y escribe su traducción al español,se pone negro o prieto,,colores,intermedio
E3847,seleccionar_imagen,P2258,,Selecciona la imagen que representa 'tliltik',negro,negro|árbol|pájaro|estrella,colores,intermedio
E3848,leer_escribir,P2258,,Lee la palabra en náhuatl 'tliltik' y escribe su traducción al español,negro,,colores,intermedio
E3849,leer_escribir,P2259,,Lee la palabra en náhuatl 'tlimiauatl' y escribe su traducción al español,chispazo,,otras,intermedio
E3850,completar_frase,P2259,,Completa: La palabra en náhuatl para 'chispazo' es _____,tlimiauatl,tlimiauatl|otro|ltaua,otras,intermedio
E3851,leer_escribir,P2260,,Lee la palabra en náhuatl 'tlimina' y escribe su traducción al español,préndele fuego,,elementos de la naturaleza,intermedio
E3852,leer_escribir,P2261,,Lee la palabra en náhuatl 'tliminalistli' y escribe su traducción al español,encendido,,otras,intermedio
E3853,completar_frase,P2261,,Completa: La palabra en náhuatl para 'encendido' es _____,tliminalistli,tliminalistli|iltsi|tlixx,otras,intermedio
E3854,leer_escribir,P2262,,Lee la palabra en náhuatl 'tlipanco' y escribe su traducción al español,sobre la lumbre,,direcciones y lugares,intermedio
E3855,leer_escribir,P2263,,Lee la palabra en náhuatl 'tlipanka’' y escribe su traducción al español,está sobre la lumbre,,direcciones y lugares,intermedio
E3856,completar_frase,P2263,,Completa: La palabra en náhuatl para 'está sobre la lumbre' es _____,tlipanka’,tlipanka’|otro|’akna,direcciones y lugares,intermedio
E3857,leer_escribir,P2264,,Lee la palabra en náhuatl 'tlipanoua' y escribe su traducción al español,poner algo sobre el fuego,,saludos y tiempo,intermedio
E3858,completar_frase,P2264,,Completa: La palabra en náhuatl para 'poner algo sobre el fuego' es _____,tlipanoua,tlipanoua|otro|auona,saludos y tiempo,intermedio
E3859,leer_escribir,P2265,,Lee la palabra en náhuatl 'tlixotla' y escribe su traducción al español,se quema,,otras,intermedio
E3860,leer_escribir,P2266,,Lee la palabra en náhuatl 'tlokolchoka' y escribe su traducción al español,llora tristemente,,otras,intermedio
E3861,completar_frase,P2266,,Completa: La palabra en náhuatl para 'llora tristemente' es _____,tlokolchoka,tlokolchoka|otro|tloxx,otras,intermedio
E3862,leer_escribir,P2267,,Lee la palabra en náhuatl 'tlokoli' y escribe su traducción al español,regálaselo,,otras,intermedio
E3863,leer_escribir,P2268,,Lee la palabra en náhuatl 'tlokoli' y escribe su traducción al español,tristeza,,otras,intermedio
E3864,leer_escribir,P2269,,Lee la palabra en náhuatl 'tlokolkisa' y escribe su traducción al español,sale triste,,otras,intermedio
E3865,completar_frase,P2269,,Completa: La palabra en náhuatl para 'sale triste' es _____,tlokolkisa,tlokolkisa|otro|asikl,otras,intermedio
E3866,leer_escribir,P2270,,Lee la palabra en náhuatl 'tlokolyauj' y escribe su traducción al español,se va entristecido (a),,otras,intermedio
E3867,completar_frase,P2270,,Completa: La palabra en náhuatl para 'se va entristecido (a)' es _____,tlokolyauj,tlokolyauj|juayl|tloxx,otras,intermedio
E3868,leer_escribir,P2271,,Lee la palabra en náhuatl 'tlokoxtinimi' y escribe su traducción al español,anda tristeando,,otras,intermedio
E3869,completar_frase,P2271,,Completa: La palabra en náhuatl para 'anda tristeando' es _____,tlokoxtinimi,tlokoxtinimi|imini|otro,otras,intermedio
E3870,leer_escribir,P2272,,Lee la palabra en náhuatl 'tlokoxtok' y escribe su traducción al español,está triste,,otras,intermedio
