aciertos_totales,vidas_perdidas,pistas_usadas,tiempo_total_segundos,max_racha_correctas,errores_traducir,errores_completar,errores_imagenes,nivel_asignado
8,5,5,230,6,2,2,1,Basico+
5,8,3,307,4,5,0,3,Basico
8,9,4,78,2,1,5,3,Basico+
9,9,6,90,6,4,2,3,Basico+
9,7,5,91,4,4,1,2,Basico+
1,10,10,430,0,5,3,2,Basico
2,5,6,301,1,3,1,1,Basico+
5,9,10,151,2,3,4,2,Basico
1,2,3,346,0,0,1,1,Basico
6,3,1,171,5,0,0,3,Basico+
5,1,1,231,1,1,0,0,Intermedio
8,1,2,128,4,1,0,0,Basico+
3,7,7,348,1,1,4,2,Basico
5,4,3,244,2,0,2,2,Basico
5,9,2,192,2,3,4,2,Basico
5,4,1,328,2,1,1,2,Basico
5,7,6,331,2,2,2,3,Basico
5,5,4,311,3,2,0,3,Basico
1,9,3,331,0,4,2,3,Basico
3,0,1,250,2,0,0,0,Basico
5,2,3,217,2,1,1,0,Basico
9,0,0,110,7,0,0,0,Intermedio
2,1,3,353,1,1,0,0,Basico
0,8,6,483,0,4,4,0,Basico
6,10,5,201,2,6,4,0,Basico
0,0,3,298,0,0,0,0,Basico
8,10,6,170,3,7,3,0,Basico
4,6,5,223,2,3,2,1,Basico
5,4,1,283,3,1,1,2,Basico
7,5,1,148,3,1,2,2,Basico
10,5,4,47,5,2,2,1,Intermedio
0,8,2,532,0,3,3,2,Basico
4,4,2,258,2,1,2,1,Basico
8,9,5,107,4,5,4,0,Basico+
9,6,3,75,2,4,2,0,Basico+
6,4,5,290,2,1,3,0,Basico
3,8,4,251,2,8,0,0,Basico
9,2,3,34,4,1,1,0,Basico+
5,2,3,196,4,1,0,1,Basico
4,0,2,299,2,0,0,0,Basico
2,7,5,443,1,5,2,0,Basico
6,2,1,188,2,1,1,0,Basico
3,8,2,299,1,1,6,1,Basico
10,3,3,22,3,1,0,2,Intermedio
2,10,4,357,1,6,2,2,Basico
4,5,2,314,1,2,1,2,Basico
6,8,6,142,4,4,1,3,Basico+
2,3,3,488,1,2,1,0,Basico
6,0,2,237,5,0,0,0,Basico+
6,0,1,210,4,0,0,0,Basico+
6,2,2,183,2,0,2,0,Basico
5,1,1,180,4,1,0,0,Intermedio
5,1,2,258,0,0,1,0,Basico
5,3,1,279,5,1,1,1,Basico+
7,1,0,152,5,1,0,0,Basico+
8,2,2,106,6,1,0,1,Basico+
1,5,4,401,1,4,0,1,Basico
3,2,3,334,1,1,0,1,Basico
5,1,3,171,5,0,0,1,Basico+
10,4,4,71,3,3,1,0,Basico+
0,8,6,495,0,2,5,1,Basico
6,4,2,205,1,1,2,1,Basico
3,8,8,294,2,3,4,1,Basico
3,7,7,314,1,3,4,0,Basico
4,10,10,200,1,3,2,5,Basico
0,0,0,450,0,0,0,0,Basico
6,3,1,257,5,0,1,2,Basico
5,4,5,209,0,2,1,1,Basico
2,4,4,387,1,0,1,3,Basico
0,5,2,427,0,0,2,3,Basico
5,2,2,213,1,0,2,0,Basico
3,7,6,309,3,3,2,2,Basico
4,9,2,341,1,4,5,0,Basico
6,5,5,246,2,3,1,1,Basico
2,0,2,342,1,0,0,0,Basico
5,5,6,208,4,4,1,0,Basico
4,0,2,211,1,0,0,0,Basico
5,3,0,174,3,2,1,0,Basico+
4,8,3,317,2,1,4,3,Basico
0,7,4,455,0,3,1,3,Intermedio
1,2,3,286,0,1,1,0,Basico
5,6,5,247,4,3,1,2,Basico
2,7,3,288,1,5,1,1,Basico
7,4,2,287,5,1,2,1,Basico
3,0,3,243,2,0,0,0,Basico
5,9,8,204,3,4,4,1,Basico
5,2,1,296,3,1,1,0,Basico
9,6,6,38,8,2,4,0,Intermedio
4,9,4,255,0,3,4,2,Basico
7,5,2,162,2,2,2,1,Intermedio
5,5,7,224,4,3,2,0,Basico
5,1,0,155,4,0,0,1,Basico
5,3,0,198,3,1,1,1,Basico
10,3,3,20,1,2,1,0,Basico+
10,3,3,66,7,1,2,0,Intermedio
7,2,4,107,4,2,0,0,Basico+
0,3,4,382,0,1,2,0,Basico
10,6,3,157,4,3,2,1,Basico+
8,3,1,257,3,3,0,0,Basico
3,7,4,260,2,2,4,1,Intermedio
5,4,3,226,5,3,0,1,Basico
10,3,2,36,3,1,1,1,Basico+
4,6,4,186,4,1,3,2,Basico
0,8,4,506,0,3,3,2,Basico
4,9,6,269,2,4,3,2,Basico
7,3,4,198,4,2,1,0,Basico+
5,6,2,181,5,4,1,1,Basico
5,10,9,241,2,1,6,3,Basico
5,7,2,273,4,1,2,4,Basico
6,3,4,156,4,2,1,0,Basico+
0,8,6,308,0,7,0,1,Basico
8,2,2,128,6,1,0,1,Basico+
3,4,3,232,2,0,2,2,Basico
6,3,3,156,2,0,2,1,Basico
6,2,0,154,1,0,2,0,Basico
5,4,4,238,4,2,1,1,Basico
5,4,2,234,5,2,1,1,Basico+
2,6,1,365,1,2,3,1,Basico
1,2,3,464,0,0,1,1,Basico
5,9,10,170,4,4,3,2,Basico
2,4,5,290,1,2,2,0,Basico+
1,2,4,376,0,0,1,1,Basico
8,7,6,105,4,3,1,3,Basico+
1,7,4,369,0,1,5,1,Basico
2,7,6,382,1,3,4,0,Basico
8,7,4,155,5,3,1,3,Basico+
9,0,1,34,7,0,0,0,Intermedio
2,8,8,253,1,1,4,3,Basico
4,3,1,170,3,1,1,1,Basico
3,8,10,381,1,3,3,2,Basico
8,3,4,128,4,1,1,1,Basico+
4,0,3,177,3,0,0,0,Basico
7,3,1,122,6,2,1,0,Intermedio
5,7,7,164,2,3,3,1,Basico
5,9,4,205,4,3,3,3,Basico
7,7,5,187,3,2,4,1,Basico
10,7,6,169,10,4,2,1,Basico+
5,8,6,274,4,3,0,5,Basico
8,2,0,98,6,1,1,0,Basico+
7,8,1,140,6,3,5,0,Basico+
6,2,2,121,2,0,1,1,Basico
4,3,4,265,1,0,1,2,Basico
7,8,3,87,3,6,1,1,Basico
8,8,6,80,8,4,2,2,Basico+
1,7,9,421,0,3,1,3,Basico
6,0,3,159,2,0,0,0,Basico+
7,2,0,218,3,1,1,0,Basico
1,9,4,390,0,9,0,0,Basico
2,9,7,317,2,6,2,1,Basico
1,4,1,439,1,1,2,1,Basico
10,5,3,38,6,3,1,1,Intermedio
8,9,5,71,4,4,5,0,Basico+
5,0,0,187,4,0,0,0,Intermedio
2,8,7,247,0,3,2,3,Basico
7,9,7,104,3,2,5,2,Basico
9,0,0,114,6,0,0,0,Basico
5,2,1,239,1,0,1,1,Basico
1,6,7,416,1,3,0,3,Basico
0,8,9,454,0,7,1,0,Basico
8,4,6,89,5,3,1,0,Basico+
5,10,9,208,1,1,6,3,Basico
3,4,3,262,2,1,2,1,Basico
5,1,3,226,4,0,1,0,Basico
1,6,7,562,0,3,2,1,Basico
2,6,3,364,1,5,1,0,Basico
5,1,3,180,2,0,0,1,Basico+
6,0,3,179,0,0,0,0,Basico
8,4,3,143,4,3,1,0,Basico+
1,1,0,416,0,1,0,0,Basico
5,9,9,184,1,5,0,4,Basico
0,7,7,439,0,3,1,3,Basico
3,2,2,265,1,1,0,1,Basico
0,4,3,380,0,0,1,3,Basico
6,1,3,174,2,1,0,0,Basico
5,7,3,210,0,3,2,2,Basico
8,5,2,88,4,5,0,0,Basico+
1,4,2,460,0,2,1,1,Basico
1,6,6,498,0,4,1,1,Basico
5,9,9,191,3,3,5,1,Basico
6,8,4,174,5,3,4,1,Basico
6,4,2,278,5,2,2,0,Basico
6,5,4,159,3,2,2,1,Basico
8,3,3,90,4,2,1,0,Basico+
6,6,4,272,2,2,2,2,Basico
6,0,3,228,3,0,0,0,Basico
7,0,1,180,4,0,0,0,Basico+
2,8,2,314,1,6,2,0,Basico
0,6,8,410,0,3,3,0,Basico
1,5,3,379,0,4,0,1,Basico
5,5,6,255,2,2,2,1,Basico
8,3,1,155,2,2,1,0,Basico+
7,0,3,154,2,0,0,0,Basico+
6,9,3,289,4,5,3,1,Basico
7,0,0,160,5,0,0,0,Basico+
8,6,7,186,2,3,2,1,Basico
5,0,0,183,2,0,0,0,Basico
8,1,2,120,2,0,0,1,Basico+
1,5,5,333,0,2,3,0,Basico
4,2,1,279,0,0,2,0,Basico
6,0,0,227,3,0,0,0,Basico
0,2,4,503,0,0,2,0,Basico
0,1,2,490,0,1,0,0,Basico
5,6,6,245,3,3,2,1,Basico
1,0,1,516,0,0,0,0,Basico
8,6,1,54,6,2,1,3,Basico+
7,9,6,134,3,5,4,0,Basico
0,8,7,352,0,6,2,0,Basico
4,9,6,265,2,5,1,3,Basico
5,9,5,167,4,3,5,1,Basico
3,1,3,282,1,1,0,0,Basico
3,8,4,379,2,2,4,2,Basico
6,3,2,150,3,2,1,0,Basico
4,1,3,323,3,1,0,0,Basico
5,7,4,231,1,5,1,1,Basico
2,7,3,275,1,4,2,1,Basico
2,6,2,276,1,3,1,2,Basico
5,9,6,281,4,5,3,1,Basico
2,7,6,294,1,6,1,0,Basico
3,6,5,187,1,4,1,1,Basico
2,1,3,391,1,0,0,1,Basico
3,4,2,344,0,1,3,0,Basico
10,9,10,89,5,2,3,4,Basico+
9,0,2,70,2,0,0,0,Basico+
4,7,7,246,4,2,5,0,Basico
5,0,1,249,4,0,0,0,Basico
8,8,5,115,2,2,3,3,Basico
4,1,2,289,4,0,0,1,Basico
5,2,3,260,4,1,1,0,Basico
2,1,0,291,0,0,1,0,Basico
7,0,1,123,3,0,0,0,Basico
7,3,0,207,7,1,2,0,Basico+
1,1,0,377,1,1,0,0,Basico
3,4,4,295,2,1,3,0,Basico
8,2,3,129,6,0,1,1,Basico+
5,6,5,194,3,3,2,1,Basico
7,0,2,107,6,0,0,0,Basico+
7,2,2,172,5,1,1,0,Basico+
7,1,3,234,4,0,1,0,Basico+
5,6,4,163,0,4,1,1,Basico
2,3,3,370,1,1,1,1,Intermedio
2,3,4,351,1,2,0,1,Basico
1,2,2,498,0,1,0,1,Basico
3,6,3,336,1,5,1,0,Basico
4,0,1,269,1,0,0,0,Basico
8,3,2,80,6,2,1,0,Basico+
8,8,4,63,7,4,3,1,Basico+
3,7,4,253,2,5,1,1,Basico
3,8,5,194,2,2,4,2,Basico
2,2,4,335,1,0,0,2,Intermedio
3,3,3,301,2,2,0,1,Basico
5,0,0,240,5,0,0,0,Basico
7,1,3,214,4,1,0,0,Basico+
5,6,4,262,4,2,3,1,Basico
0,6,7,352,0,2,4,0,Basico
0,3,2,316,0,3,0,0,Basico
4,2,2,264,1,1,1,0,Basico
4,3,2,287,2,2,1,0,Basico
8,1,1,122,6,1,0,0,Basico+
1,0,0,383,0,0,0,0,Basico
4,4,3,325,1,0,4,0,Basico
4,2,2,344,3,0,2,0,Basico
5,2,1,207,3,1,1,0,Basico
2,5,6,326,2,1,3,1,Basico
0,4,3,397,0,1,1,2,Basico
3,4,3,280,2,3,1,0,Basico
8,4,4,120,4,2,0,2,Basico+
5,0,1,233,4,0,0,0,Basico
5,8,1,172,3,2,3,3,Basico
6,3,0,142,4,3,0,0,Basico
2,9,9,337,0,4,3,2,Basico+
0,2,4,267,0,1,1,0,Intermedio
10,9,4,119,9,4,3,2,Basico+
9,1,1,71,5,0,0,1,Intermedio
6,6,4,182,2,4,1,1,Basico
8,7,6,79,6,3,2,2,Basico+
6,4,5,141,5,2,0,2,Basico+
4,9,7,315,2,3,4,2,Basico
4,5,3,344,1,3,2,0,Basico
2,10,5,251,0,4,2,4,Basico
4,1,1,273,2,1,0,0,Basico
3,1,1,285,1,1,0,0,Basico
5,4,3,208,1,4,0,0,Basico
4,8,5,226,2,4,3,1,Basico
5,1,1,222,4,1,0,0,Basico
4,3,0,253,1,2,1,0,Basico
5,2,2,152,2,1,1,0,Basico
6,5,2,137,5,1,3,1,Basico+
8,3,4,62,2,0,3,0,Basico+
6,9,4,238,2,7,1,1,Basico
5,0,0,252,3,0,0,0,Basico
5,4,2,214,1,3,1,0,Basico
3,4,4,266,3,1,2,1,Basico
5,3,2,200,2,1,1,1,Basico
6,2,2,152,2,1,0,1,Basico
2,10,10,253,0,4,5,1,Basico
3,5,1,233,2,2,3,0,Basico
10,3,1,43,4,1,1,1,Intermedio
2,5,1,375,1,2,3,0,Basico
7,3,1,133,4,1,2,0,Basico+
10,4,2,69,4,2,0,2,Basico+
6,8,6,246,5,7,1,0,Basico
8,9,8,129,5,7,1,1,Basico+
3,10,8,180,3,4,5,1,Basico
5,3,5,178,1,1,0,2,Basico
6,5,3,205,2,3,0,2,Basico
6,6,4,139,3,2,4,0,Basico
6,2,4,208,3,1,1,0,Basico
7,7,2,235,5,2,4,1,Basico
2,1,2,290,1,0,0,1,Basico
8,9,4,98,7,2,4,3,Basico+
5,2,3,193,1,1,1,0,Basico
4,9,8,238,3,8,0,1,Basico
3,4,3,344,1,3,0,1,Basico
10,7,4,101,3,2,2,3,Basico
5,1,3,239,1,1,0,0,Basico
0,9,9,462,0,3,4,2,Basico
6,7,4,215,6,2,5,0,Basico
2,3,4,338,0,1,2,0,Basico
4,4,4,196,1,3,1,0,Basico+
7,2,4,110,0,2,0,0,Basico+
5,9,9,193,3,3,0,6,Basico
7,5,3,189,3,3,1,1,Basico
9,6,6,51,3,3,1,2,Basico+
6,2,0,196,3,1,1,0,Basico
6,1,3,212,5,1,0,0,Basico+
0,6,5,436,0,2,3,1,Basico+
4,5,3,277,1,2,2,1,Basico
7,1,0,161,3,0,1,0,Basico+
7,6,6,144,4,1,3,2,Basico+
5,8,6,281,2,6,2,0,Basico
3,5,6,382,2,3,1,1,Basico
6,8,4,293,3,4,2,2,Basico
10,3,4,76,6,1,2,0,Intermedio
3,6,8,343,3,4,1,1,Basico
5,1,0,218,3,0,1,0,Basico
5,3,1,250,4,2,0,1,Basico+
2,9,3,374,1,4,2,3,Basico
8,3,4,117,3,1,2,0,Basico+
5,2,3,190,2,0,2,0,Basico
6,10,7,193,3,8,2,0,Basico
1,0,0,310,0,0,0,0,Basico
1,0,1,412,0,0,0,0,Basico
1,5,6,422,0,4,1,0,Basico
7,5,2,160,1,2,1,2,Basico
7,6,2,116,4,2,2,2,Basico+
2,5,3,211,0,2,1,2,Basico
5,9,3,306,3,2,5,2,Basico
3,9,6,216,1,3,5,1,Basico
7,6,5,274,3,3,3,0,Basico
2,4,4,371,0,3,0,1,Basico
5,10,10,213,1,5,2,3,Basico
2,4,5,360,0,1,1,2,Basico
4,6,5,218,2,4,2,0,Basico
6,6,2,218,3,4,1,1,Basico
8,8,9,119,6,3,4,1,Basico+
7,6,3,210,6,4,2,0,Basico
2,3,3,324,1,0,2,1,Basico
3,1,2,309,2,1,0,0,Basico
9,8,8,30,6,2,4,2,Basico+
10,9,7,67,1,5,4,0,Basico+
2,8,5,257,1,3,5,0,Basico
3,6,6,305,1,2,3,1,Basico
3,9,5,299,2,1,4,4,Basico
8,0,3,68,6,0,0,0,Intermedio
7,8,9,124,6,4,2,2,Basico+
3,10,7,389,3,5,2,3,Basico+
5,10,10,228,5,5,4,1,Basico
0,7,8,443,0,1,5,1,Basico
5,5,5,313,2,2,3,0,Intermedio
1,3,1,357,0,1,2,0,Basico
3,9,8,463,2,4,1,4,Basico
9,9,6,101,5,5,3,1,Basico+
5,9,2,204,4,4,3,2,Basico
7,8,8,187,2,3,3,2,Basico
9,9,6,28,4,4,3,2,Basico+
6,6,5,197,5,3,3,0,Basico
6,0,3,181,5,0,0,0,Basico+
5,6,4,238,3,5,0,1,Basico
7,4,1,175,3,1,3,0,Basico
10,2,3,133,7,2,0,0,Intermedio
3,3,1,259,1,1,1,1,Basico
0,5,4,428,0,2,2,1,Basico
6,1,2,180,5,0,1,0,Basico+
5,7,4,180,0,6,1,0,Basico
9,4,6,20,4,2,1,1,Basico+
1,10,9,371,0,6,1,3,Basico
5,4,2,200,5,1,2,1,Basico
8,9,5,111,6,4,4,1,Basico+
6,0,3,178,5,0,0,0,Basico+
3,2,4,249,2,1,0,1,Basico+
4,0,0,244,1,0,0,0,Basico
2,7,4,372,0,3,3,1,Basico
4,6,5,256,3,4,2,0,Basico
1,4,6,448,0,2,1,1,Basico
7,9,3,150,4,6,1,2,Basico
6,7,2,138,4,5,1,1,Basico
6,3,1,235,4,1,0,2,Basico
9,9,5,47,3,4,3,2,Basico+
9,9,10,116,2,3,3,3,Basico+
0,8,6,371,0,4,4,0,Basico
8,6,3,67,7,3,0,3,Basico+
6,10,7,311,1,4,5,1,Basico
8,6,3,152,2,2,3,1,Basico
4,6,8,245,0,2,1,3,Basico
1,2,2,472,0,1,0,1,Basico
3,8,5,318,2,5,2,1,Basico
2,6,2,304,0,2,3,1,Basico
7,3,3,134,3,1,2,0,Basico+
4,5,3,285,1,2,2,1,Basico
9,6,2,172,7,0,6,0,Intermedio
4,7,5,265,1,3,3,1,Basico
8,5,7,42,5,2,3,0,Basico+
1,3,1,360,1,1,1,1,Basico
7,1,2,142,5,0,1,0,Basico+
4,0,1,242,1,0,0,0,Basico
9,1,2,77,7,0,0,1,Intermedio
7,8,4,113,0,3,2,3,Basico
4,9,6,362,1,7,2,0,Basico
10,9,5,68,6,5,3,1,Basico+
6,4,2,287,2,2,2,0,Basico
9,2,1,118,5,1,1,0,Basico+
4,10,2,287,2,3,4,3,Basico
8,2,1,159,3,0,1,1,Basico+
0,3,3,534,0,0,2,1,Basico
4,8,7,342,2,5,0,3,Basico
8,3,1,107,2,2,1,0,Intermedio
3,0,3,310,1,0,0,0,Basico
3,10,10,342,1,5,4,1,Basico
5,7,5,199,2,2,4,1,Basico
2,5,2,349,0,2,1,2,Intermedio
6,6,1,173,5,4,2,0,Basico
9,3,0,43,6,2,0,1,Intermedio
3,7,3,338,1,2,4,1,Basico
0,7,4,500,0,2,4,1,Basico
4,0,1,197,2,0,0,0,Basico
6,3,3,221,6,2,1,0,Basico
4,0,0,342,3,0,0,0,Basico
6,0,3,148,4,0,0,0,Basico+
7,7,7,112,6,3,2,2,Intermedio
8,5,3,103,5,0,3,2,Basico+
10,1,1,20,6,1,0,0,Intermedio
8,8,4,156,7,2,3,3,Basico+
9,3,4,96,7,2,0,1,Intermedio
5,2,3,195,2,0,2,0,Basico
9,1,0,42,5,1,0,0,Intermedio
4,10,9,233,2,3,4,3,Basico
3,8,7,256,2,4,4,0,Basico
4,4,1,186,3,1,3,0,Basico
5,9,9,200,4,3,4,2,Basico
6,6,4,155,2,4,1,1,Basico
3,2,2,296,2,2,0,0,Basico
0,7,4,502,0,2,3,2,Basico
7,2,3,104,3,1,1,0,Basico+
3,8,4,238,2,2,5,1,Basico
1,8,7,300,1,4,2,2,Basico
4,0,2,231,1,0,0,0,Basico
8,6,4,71,7,0,5,1,Basico+
5,7,2,292,5,1,2,4,Basico
6,5,5,169,2,5,0,0,Basico
3,4,4,315,1,2,2,0,Basico
2,8,7,300,0,3,4,1,Basico
0,0,1,535,0,0,0,0,Basico
7,8,2,155,5,3,1,4,Basico
6,3,0,218,4,1,2,0,Basico
4,10,10,323,2,4,4,2,Basico
1,5,4,387,0,2,2,1,Basico
7,3,3,163,6,0,3,0,Basico+
3,0,3,232,1,0,0,0,Basico
6,4,3,140,2,2,2,0,Basico
8,6,4,105,6,2,4,0,Basico+
6,7,5,167,3,4,2,1,Basico
2,4,2,303,0,1,1,2,Basico
8,3,2,124,3,0,3,0,Basico+
5,3,4,215,0,2,0,1,Basico
7,6,4,138,7,3,2,1,Basico+
0,7,2,362,0,3,2,2,Basico
6,10,10,158,4,6,3,1,Basico
6,0,3,139,4,0,0,0,Intermedio
5,9,6,305,5,0,6,3,Basico
7,3,5,114,6,2,1,0,Basico+
4,8,3,242,2,3,1,4,Basico
7,7,9,122,4,4,1,2,Basico+
5,2,3,190,3,0,1,1,Basico+
5,10,9,204,3,5,5,0,Basico
7,9,4,85,5,5,2,2,Basico+
0,0,3,467,0,0,0,0,Basico
8,4,5,105,5,1,2,1,Basico+
9,2,0,80,5,1,1,0,Basico+
2,6,3,330,1,3,1,2,Basico
5,2,4,204,0,0,2,0,Basico
0,10,5,496,0,4,3,3,Basico
6,7,5,136,5,5,1,1,Basico
3,0,1,294,1,0,0,0,Basico
1,8,4,562,0,5,2,1,Basico
6,6,3,139,4,3,2,1,Basico
0,4,2,381,0,2,2,0,Basico
3,5,6,219,2,1,4,0,Basico
8,7,5,124,5,3,3,1,Basico
6,2,0,127,4,2,0,0,Basico+
4,9,6,262,3,5,2,2,Basico
6,9,9,149,4,3,2,4,Basico
2,9,5,349,1,3,4,2,Intermedio
7,2,3,99,6,1,1,0,Basico+
2,2,2,262,1,1,0,1,Basico
9,9,8,67,4,4,3,2,Basico+
5,2,3,139,2,2,0,0,Basico
2,3,1,317,1,3,0,0,Intermedio
2,0,3,431,1,0,0,0,Basico
7,9,1,77,7,5,0,4,Basico+
0,2,2,430,0,1,0,1,Basico
8,7,5,115,3,1,4,2,Basico+
6,8,7,171,5,3,2,3,Basico
5,7,7,270,1,2,3,2,Basico+
4,9,6,222,1,4,4,1,Basico
0,8,4,495,0,1,5,2,Basico
6,5,6,186,2,2,1,2,Basico
5,7,2,209,4,4,2,1,Basico
6,8,7,200,2,2,5,1,Basico
1,8,9,276,0,3,5,0,Basico
10,8,2,20,1,3,2,3,Basico+
6,4,4,155,3,1,2,1,Basico
6,8,6,186,2,5,2,1,Basico
1,3,3,459,0,1,1,1,Basico
2,3,3,272,1,2,0,1,Basico
7,2,1,128,6,1,1,0,Basico+
7,2,3,150,5,0,1,1,Basico+
5,1,3,277,1,1,0,0,Basico
0,2,3,355,0,2,0,0,Basico
9,1,3,44,8,0,1,0,Intermedio
6,7,8,217,3,4,3,0,Basico
0,0,3,306,0,0,0,0,Basico
5,0,3,207,3,0,0,0,Basico
9,9,9,36,6,2,3,4,Basico+
9,2,3,105,5,2,0,0,Basico+
0,7,5,347,0,3,2,2,Intermedio
0,4,3,354,0,1,3,0,Basico
6,9,9,185,4,3,3,3,Basico
2,1,1,424,0,0,1,0,Basico
1,5,6,428,0,2,1,2,Basico
8,0,0,86,3,0,0,0,Basico+
5,2,2,159,5,1,1,0,Basico+
2,6,4,364,1,1,0,5,Basico+
1,6,5,379,0,3,2,1,Basico
7,9,10,171,4,2,3,4,Basico
7,7,3,205,7,4,2,1,Basico+
8,5,4,119,4,3,0,2,Basico+
4,6,5,181,2,3,2,1,Basico+
6,6,5,228,3,2,3,1,Basico
3,8,5,310,2,2,5,1,Basico
8,2,2,177,0,1,1,0,Basico
5,1,2,244,1,1,0,0,Basico
4,9,10,179,2,5,2,2,Basico
10,1,3,30,8,1,0,0,Basico+
6,8,3,195,2,2,4,2,Basico
10,3,1,86,0,2,1,0,Basico
3,3,0,238,2,1,1,1,Basico
2,9,10,410,0,3,4,2,Basico
4,5,6,336,2,3,2,0,Basico
2,1,2,312,1,1,0,0,Basico
5,6,2,353,4,4,1,1,Basico
2,0,1,363,0,0,0,0,Basico
6,5,4,219,4,4,0,1,Basico
5,1,1,241,4,0,1,0,Basico
4,3,2,268,1,1,1,1,Basico
4,0,2,203,4,0,0,0,Basico
0,6,4,407,0,4,2,0,Basico
3,5,4,280,1,2,3,0,Basico
6,1,2,90,3,0,1,0,Basico+
6,8,6,156,1,6,1,1,Basico
5,9,6,180,2,4,2,3,Basico
0,3,2,484,0,2,1,0,Basico
6,9,10,199,5,3,3,3,Basico
5,9,2,297,4,3,5,1,Basico
4,6,4,366,3,4,2,0,Basico
3,1,0,313,0,0,1,0,Basico
10,9,4,23,9,0,5,4,Intermedio
7,5,4,151,5,3,2,0,Basico+
3,2,3,249,1,0,1,1,Basico
3,6,6,310,0,1,3,2,Basico
6,8,10,134,4,6,2,0,Basico
2,1,0,308,1,1,0,0,Basico
5,7,7,178,2,2,3,2,Basico
6,4,3,190,3,0,3,1,Basico
1,8,5,357,0,4,3,1,Basico
0,5,3,516,0,2,3,0,Basico
4,2,3,232,3,1,0,1,Basico
4,0,2,205,1,0,0,0,Basico
5,3,1,335,4,1,1,1,Basico
6,7,3,128,1,4,1,2,Basico
9,4,3,35,6,3,0,1,Intermedio
5,5,3,270,2,1,3,1,Basico
4,7,5,312,1,3,3,1,Basico
3,8,9,263,1,1,4,3,Basico
1,3,4,426,0,2,1,0,Basico
3,4,2,219,1,1,3,0,Basico
6,7,5,162,2,3,3,1,Basico
6,6,5,140,2,2,3,1,Basico
1,0,2,282,0,0,0,0,Basico
1,9,7,414,0,5,2,2,Basico
6,3,3,220,3,2,0,1,Basico
2,7,6,394,1,3,2,2,Basico
2,4,6,304,1,1,1,2,Basico
6,8,1,186,4,3,5,0,Basico
3,7,2,288,1,3,2,2,Basico
7,6,4,177,5,2,3,1,Basico+
6,1,1,285,1,1,0,0,Basico
0,8,6,393,0,3,4,1,Basico
6,2,0,224,2,2,0,0,Basico
1,2,2,373,0,1,1,0,Basico
2,9,7,373,1,4,4,1,Intermedio
0,5,6,336,0,5,0,0,Basico
4,2,2,199,1,1,1,0,Basico
7,4,5,115,3,0,2,2,Basico+
6,0,2,152,3,0,0,0,Basico+
6,9,5,204,0,5,1,3,Basico
6,9,8,202,5,4,3,2,Basico
0,7,5,559,0,3,1,3,Basico
2,8,7,309,0,6,1,1,Basico
5,1,0,146,1,1,0,0,Basico
3,4,5,206,2,1,2,1,Basico
0,3,3,469,0,2,0,1,Basico
3,1,1,316,1,1,0,0,Basico
6,7,9,150,2,2,2,3,Basico
4,3,3,331,1,1,0,2,Basico
7,0,0,188,5,0,0,0,Basico+
6,5,5,142,4,3,2,0,Basico
5,7,7,338,0,4,1,2,Basico
5,5,4,175,2,4,1,0,Basico
5,8,3,146,4,3,2,3,Basico
3,7,5,411,1,4,1,2,Basico
1,5,2,359,0,2,1,2,Basico
2,3,3,289,1,3,0,0,Basico
5,7,6,135,5,4,1,2,Basico
3,6,4,284,2,0,4,2,Basico
2,4,5,437,1,3,1,0,Basico
5,2,4,172,1,0,1,1,Basico
4,2,2,175,3,0,1,1,Basico
5,3,3,254,1,1,2,0,Basico
6,0,2,193,4,0,0,0,Basico+
5,3,4,282,3,2,0,1,Basico
1,7,9,475,0,1,3,3,Basico
4,2,2,233,3,1,0,1,Basico
3,4,1,390,3,3,0,1,Basico
3,3,4,302,2,2,0,1,Basico
2,8,6,311,0,2,3,3,Basico
5,8,7,275,4,5,1,2,Basico
5,0,0,268,0,0,0,0,Intermedio
3,4,6,289,2,2,0,2,Basico
2,3,0,333,0,1,2,0,Basico
2,3,2,398,0,0,2,1,Basico
10,8,6,80,9,2,4,2,Intermedio
10,8,7,75,9,4,3,1,Intermedio
7,6,6,170,5,4,1,1,Basico+
4,9,9,296,1,3,4,2,Basico
6,0,0,243,3,0,0,0,Basico
6,2,2,196,4,0,2,0,Basico
6,9,8,117,2,4,4,1,Basico
8,9,5,170,6,2,4,3,Basico+
5,9,6,243,4,8,1,0,Basico
1,4,1,290,0,1,1,2,Intermedio
10,7,4,43,4,4,2,1,Basico+
6,9,3,155,4,5,3,1,Basico
2,4,6,362,1,2,0,2,Basico+
1,7,7,370,0,4,2,1,Basico
9,1,0,52,8,0,1,0,Intermedio
2,0,1,425,1,0,0,0,Basico
4,9,3,298,1,3,4,2,Basico
6,8,10,201,2,5,0,3,Basico
4,4,0,171,2,3,1,0,Basico
3,2,2,419,1,1,1,0,Basico
10,4,1,65,3,0,3,1,Basico+
5,5,5,239,0,1,2,2,Basico
8,3,3,106,2,1,2,0,Basico+
7,8,7,88,3,4,2,2,Basico
5,2,4,168,2,1,1,0,Basico
4,0,2,277,2,0,0,0,Basico
3,10,4,204,2,5,2,3,Basico
1,9,8,361,0,6,1,2,Basico
2,3,4,338,2,1,0,2,Basico
2,10,7,262,1,3,5,2,Basico
6,9,6,204,4,7,1,1,Basico
6,1,0,306,5,1,0,0,Basico
3,4,4,354,1,3,1,0,Basico
2,4,6,316,0,3,1,0,Intermedio
